"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","KOR.GGSB_NPGDP.A","OBS_VALUE","Korea, Republic of","Structural balance, General government, Percent","Annual","Units","0.079","-1.567","-0.566","-0.515","-0.097"
"IMF.RES:WEO(6.0.0)","LVA.GGSB_NPGDP.A","OBS_VALUE","Latvia, Republic of","Structural balance, General government, Percent","Annual","Units","-7.949","-5.744","-2.313","-2.643","-2.579"
"IMF.RES:WEO(6.0.0)","KWT.NGDPDPC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","35204.773","38380.031","33321.28","32289.977","31681.846"
"IMF.RES:WEO(6.0.0)","LBR.NGDPDPC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","677.387","749.187","808.259","855.186","887.426"
"IMF.RES:WEO(6.0.0)","LSO.NGDPDPC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1162.787","1073.483","1034.246","1061.813","1106.795"
"IMF.RES:WEO(6.0.0)","KOS.NGDPDPC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5309.124","5320.704","5922.406","6333.918","6708.954"
"IMF.RES:WEO(6.0.0)","KGZ.NGDPDPC.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1390.9","1805.648","2018.911","2228.777","2405.246"
"IMF.RES:WEO(6.0.0)","JOR.GGSB_NPGDP.A","OBS_VALUE","Jordan","Structural balance, General government, Percent","Annual","Units","-4.853","-7.062","-6.338","-6.66","-6.401"
"IMF.RES:WEO(6.0.0)","KIR.NGDPDPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2385.414","2199.422","2230.805","2455.051","2578.422"
"IMF.RES:WEO(6.0.0)","KOS.GGSB_NPGDP.A","OBS_VALUE","Kosovo, Republic of","Structural balance, General government, Percent","Annual","Units","-1.268","-0.776","-0.81","-1.222","-2.144"
"IMF.RES:WEO(6.0.0)","MAC.NGDPDPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","45329.599","36361.139","69079.723","77186.16","84276.032"
"IMF.RES:WEO(6.0.0)","MWI.NGDPDPC.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","580.923","567.203","557.633","463.733","448.289"
"IMF.RES:WEO(6.0.0)","MYS.NGDPDPC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11474.241","12483.329","12090.597","13142.345","14423.065"
"IMF.RES:WEO(6.0.0)","LBY.NGDPDPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5248.302","6386.468","6422.118","6482.099","6874.384"
"IMF.RES:WEO(6.0.0)","LUX.GGSB_NPGDP.A","OBS_VALUE","Luxembourg","Structural balance, General government, Percent","Annual","Units","1.607","0.722","0.513","-0.5","-1.558"
"IMF.RES:WEO(6.0.0)","MLI.NGDPDPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","902.852","809.941","865.599","898.46","933.147"
"IMF.RES:WEO(6.0.0)","MLT.NGDPDPC.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","38232.197","36902.114","41204.739","44140.016","46644.353"
"IMF.RES:WEO(6.0.0)","MDG.NGDPDPC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","516.529","522.583","530.466","562.585","575.742"
"IMF.RES:WEO(6.0.0)","MHL.NGDPDPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6103.305","6118.995","6417.177","6850.231","7150.778"
"IMF.RES:WEO(6.0.0)","LTU.NGDPDPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","23873.118","25188.866","26997.801","28712.702","30513.583"
"IMF.RES:WEO(6.0.0)","LUX.NGDPDPC.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","134924.978","126597.939","129810.315","135321.424","141079.52"
"IMF.RES:WEO(6.0.0)","MDV.NGDPDPC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13637.448","15765.502","16541.03","17286.827","18599.207"
"IMF.RES:WEO(6.0.0)","LBN.NGDPDPC.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3537.129","4467.189","4486.987","",""
"IMF.RES:WEO(6.0.0)","LTU.GGSB_NPGDP.A","OBS_VALUE","Lithuania, Republic of","Structural balance, General government, Percent","Annual","Units","-1.502","-1.564","-0.457","-1.329","-1.329"
"IMF.RES:WEO(6.0.0)","MYS.GGSB_NPGDP.A","OBS_VALUE","Malaysia","Structural balance, General government, Percent","Annual","Units","-5.243","-5.172","-4.691","-3.727","-3.625"
"IMF.RES:WEO(6.0.0)","MMR.NGDPDPC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1270.854","1146.239","1190.012","1179.396","1186.523"
"IMF.RES:WEO(6.0.0)","NRU.NGDPDPC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14303.427","12521.601","12078.308","12285.096","13475.957"
"IMF.RES:WEO(6.0.0)","MEX.GGSB_NPGDP.A","OBS_VALUE","Mexico","Structural balance, General government, Percent","Annual","Units","-3.145","-4.055","-4.495","-6.203","-3.584"
"IMF.RES:WEO(6.0.0)","MNG.NGDPDPC.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4482.853","4959.141","5796.476","6665.645","7576.313"
"IMF.RES:WEO(6.0.0)","MEX.NGDPDPC.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10180.182","11259.75","13641.033","13971.898","13630.15"
"IMF.RES:WEO(6.0.0)","FSM.NGDPDPC.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4063.49","4540.027","4864.704","5119.566","5363.506"
"IMF.RES:WEO(6.0.0)","MOZ.NGDPDPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","504.038","572.757","618.283","645.329","684.966"
"IMF.RES:WEO(6.0.0)","MUS.GGSB_NPGDP.A","OBS_VALUE","Mauritius","Structural balance, General government, Percent","Annual","Units","-3.068","-1.631","-2.857","-2.645","-2.849"
"IMF.RES:WEO(6.0.0)","MAR.NGDPDPC.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3911.053","3571.091","3901.397","4203.553","4470.641"
"IMF.RES:WEO(6.0.0)","MUS.NGDPDPC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9086.524","10250.571","11543.601","12601.486","13098.934"
"IMF.RES:WEO(6.0.0)","MNE.NGDPDPC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","11696.262","12802.124","13961.47"
"IMF.RES:WEO(6.0.0)","NAM.NGDPDPC.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4476.585","4405.788","4216.111","4409.957","4710.76"
"IMF.RES:WEO(6.0.0)","MDA.NGDPDPC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5293.206","5726.139","6641.582","7368.494","8161.296"
"IMF.RES:WEO(6.0.0)","MAR.GGSB_NPGDP.A","OBS_VALUE","Morocco","Structural balance, General government, Percent","Annual","Units","-6.228","-5.363","-4.553","-4.265","-3.855"
"IMF.RES:WEO(6.0.0)","MRT.NGDPDPC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2152.336","2206.776","2403.679","2376.285","2393.647"
"IMF.RES:WEO(6.0.0)","MLT.GGSB_NPGDP.A","OBS_VALUE","Malta","Structural balance, General government, Percent","Annual","Units","-2.228","-1.739","-4.1","-4.559","-4.068"
"IMF.RES:WEO(6.0.0)","NPL.NGDPDPC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1229.474","1348.157","1316.147","1381.053","1486.461"
"IMF.RES:WEO(6.0.0)","NLD.GGSB_NPGDP.A","OBS_VALUE","Netherlands, The","Structural balance, General government, Percent","Annual","Units","1.465","0.325","0.076","-1.13","-2.275"
"IMF.RES:WEO(6.0.0)","PAK.NGDPDPC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1565.575","1651.323","1458.013","1587.604",""
"IMF.RES:WEO(6.0.0)","PLW.NGDPDPC.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13384.405","14517.463","16014.467","17977.678","20087.605"
"IMF.RES:WEO(6.0.0)","NOR.NGDPDPC.A","OBS_VALUE","Norway","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","92955.206","108438.547","87702.851","90433.666","90320.006"
"IMF.RES:WEO(6.0.0)","NOR.GGSB_NPGDP.A","OBS_VALUE","Norway","Structural balance, General government, Percent","Annual","Units","-10.316","-9.209","-9.644","-10.373","-11.054"
"IMF.RES:WEO(6.0.0)","MKD.NGDPDPC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7625.26","7498.577","8063.108","8658.893","9439.426"
"IMF.RES:WEO(6.0.0)","NIC.NGDPDPC.A","OBS_VALUE","Nicaragua","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2163.083","2371.681","2672.628","2877.647","3074.454"
"IMF.RES:WEO(6.0.0)","NZL.GGSB_NPGDP.A","OBS_VALUE","New Zealand","Structural balance, General government, Percent","Annual","Units","-4.508","-5.044","-4.656","-4.303","-3.579"
"IMF.RES:WEO(6.0.0)","NZL.NGDPDPC.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","48856.669","47327.941","47423.081","47072.425","48234.145"
"IMF.RES:WEO(6.0.0)","NER.NGDPDPC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","593.802","592.621","621.04","697.974","752.146"
"IMF.RES:WEO(6.0.0)","PAN.GGSB_NPGDP.A","OBS_VALUE","Panama","Structural balance, General government, Percent","Annual","Units","-4.752","-3.806","-2.986","-3.909","-3.094"
"IMF.RES:WEO(6.0.0)","OMN.NGDPDPC.A","OBS_VALUE","Oman","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","19458.452","22688.95","21062.91","20631.44","20230.482"
"IMF.RES:WEO(6.0.0)","NLD.NGDPDPC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","60380.434","59540.881","64829.341","67984.285","70605.529"
"IMF.RES:WEO(6.0.0)","NGA.NGDPDPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2089.072","2198.266","1637.468","877.073","835.488"
"IMF.RES:WEO(6.0.0)","ROU.GGSB_NPGDP.A","OBS_VALUE","Romania","Structural balance, General government, Percent","Annual","Units","-7.428","-5.773","-5.624","-7.403","-7.29"
"IMF.RES:WEO(6.0.0)","PRY.NGDPDPC.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5433.251","5628.472","5685.818","5869.329","6032.681"
"IMF.RES:WEO(6.0.0)","SRB.GGSB_NPGDP.A","OBS_VALUE","Serbia, Republic of","Structural balance, General government, Percent","Annual","Units","-4.499","-1.124","-1.367","-2.259","-2.143"
"IMF.RES:WEO(6.0.0)","RUS.GGSB_NPGDP.A","OBS_VALUE","Russian Federation","Structural balance, General government, Percent","Annual","Units","0.497","-1.247","-2.463","-2.39","-0.778"
"IMF.RES:WEO(6.0.0)","PNG.NGDPDPC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2216.458","2627.783","2518.04","2543.653","2549.511"
"IMF.RES:WEO(6.0.0)","RUS.NGDPDPC.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12519.735","15471.593","13738.704","14952.904","15077.117"
"IMF.RES:WEO(6.0.0)","WSM.NGDPDPC.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4150.674","4064.061","4478.194","5048.032","5350.259"
"IMF.RES:WEO(6.0.0)","PER.GGSB_NPGDP.A","OBS_VALUE","Peru","Structural balance, General government, Percent","Annual","Units","-4.006","-2.22","-2.451","-3.652","-2.538"
"IMF.RES:WEO(6.0.0)","POL.NGDPDPC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18380.545","18701.354","22085.808","23563.217","25040.597"
"IMF.RES:WEO(6.0.0)","PRY.GGSB_NPGDP.A","OBS_VALUE","Paraguay","Structural balance, General government, Percent","Annual","Units","-3.442","-2.358","-3.655","-2.02","-1.672"
"IMF.RES:WEO(6.0.0)","ROU.NGDPDPC.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14895.318","15726.433","18424.685","20088.859","21570.103"
"IMF.RES:WEO(6.0.0)","SVK.GGSB_NPGDP.A","OBS_VALUE","Slovak Republic","Structural balance, General government, Percent","Annual","Units","-1.413","-0.693","-3.23","-5.366","-3.914"
"IMF.RES:WEO(6.0.0)","QAT.NGDPDPC.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","65400.854","80385.391","69540.54","71568.394","72759.508"
"IMF.RES:WEO(6.0.0)","PER.NGDPDPC.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6852.501","7314.211","7912.956","8315.915","8570.382"
"IMF.RES:WEO(6.0.0)","PHL.NGDPDPC.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3580.009","3644.792","3906.229","4153.593","4438.704"
"IMF.RES:WEO(6.0.0)","PRI.NGDPDPC.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","33258.313","35489.75","36779.059","37925.934","38514.52"
"IMF.RES:WEO(6.0.0)","POL.GGSB_NPGDP.A","OBS_VALUE","Poland, Republic of","Structural balance, General government, Percent","Annual","Units","-1.629","-3.553","-4.399","-5.949","-4.951"
"IMF.RES:WEO(6.0.0)","PRT.GGSB_NPGDP.A","OBS_VALUE","Portugal","Structural balance, General government, Percent","Annual","Units","-1.797","-1.342","0.513","-0.358","-0.307"
"IMF.RES:WEO(6.0.0)","PHL.GGSB_NPGDP.A","OBS_VALUE","Philippines","Structural balance, General government, Percent","Annual","Units","-5.288","-5.592","-4.433","-3.831","-3.892"
"IMF.RES:WEO(6.0.0)","PRT.NGDPDPC.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","24838.758","24798.548","27834.773","29341.17","30946.811"
"IMF.RES:WEO(6.0.0)","PAN.NGDPDPC.A","OBS_VALUE","Panama","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15540.795","17409.626","18725.739","19369.476","20092.051"
"IMF.RES:WEO(6.0.0)","SVK.NGDPDPC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","21730.181","21284.578","24468.025","26290.363","28176.905"
"IMF.RES:WEO(6.0.0)","STP.NGDPDPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2370.311","2404.719","2949.403","3424.836","3933.156"
"IMF.RES:WEO(6.0.0)","SMR.NGDPDPC.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","54733.239","53875.751","58249.292","59840.628","61518.315"
"IMF.RES:WEO(6.0.0)","SAU.NGDPDPC.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","28396.104","34454.196","32529.678","32881.339","33287.244"
"IMF.RES:WEO(6.0.0)","SEN.NGDPDPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1603.346","1569.546","1703.392","1805.139","1971.701"
"IMF.RES:WEO(6.0.0)","SGP.NGDPDPC.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","79601.393","88428.724","84734.277","89369.715","93956.009"
"IMF.RES:WEO(6.0.0)","SVN.NGDPDPC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","29194.311","28462.153","32673.257","34544.168","36495.357"
"IMF.RES:WEO(6.0.0)","SYC.NGDPDPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15195.623","20804.533","21455.112","21289.801","22001.423"
"IMF.RES:WEO(6.0.0)","SRB.NGDPDPC.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9186.968","9537.684","11352.113","12513.826","13490.034"
"IMF.RES:WEO(6.0.0)","STP.GGSB_NPGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Structural balance, General government, Percent","Annual","Units","-1.516","-2.241","1.096","3.978","4.214"
"IMF.RES:WEO(6.0.0)","SGP.GGSB_NPGDP.A","OBS_VALUE","Singapore","Structural balance, General government, Percent","Annual","Units","-1.161","-0.642","0.834","0.223","0.166"
"IMF.RES:WEO(6.0.0)","SVN.GGSB_NPGDP.A","OBS_VALUE","Slovenia, Republic of","Structural balance, General government, Percent","Annual","Units","-5.813","-4.186","-2.766","-2.295","-2.016"
"IMF.RES:WEO(6.0.0)","RWA.NGDPDPC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","854.139","1005.011","1044.352","985.99","990.116"
"IMF.RES:WEO(6.0.0)","SLE.NGDPDPC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","859.108","856.815","754.283","856.315","883.486"
"IMF.RES:WEO(6.0.0)","LKA.NGDPDPC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3999.337","3330.376","","",""
"IMF.RES:WEO(6.0.0)","SOM.NGDPDPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","624.408","653.449","683.343","771.447","818.653"
"IMF.RES:WEO(6.0.0)","KNA.NGDPDPC.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18035.552","20593.177","22106.297","24202.606","25514.123"
"IMF.RES:WEO(6.0.0)","ESP.GGSB_NPGDP.A","OBS_VALUE","Spain","Structural balance, General government, Percent","Annual","Units","-3.891","-4.403","-3.664","-3.375","-3.081"
"IMF.RES:WEO(6.0.0)","SSD.NGDPDPC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","418.969","550.861","478.118","340.986","334.14"
"IMF.RES:WEO(6.0.0)","CHE.NGDPDPC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","93966.493","94798.83","101510.023","106097.643","111716.018"
"IMF.RES:WEO(6.0.0)","SWE.NGDPDPC.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","60961.254","55115.015","55433.135","57212.541","59508.263"
"IMF.RES:WEO(6.0.0)","SWE.GGSB_NPGDP.A","OBS_VALUE","Sweden","Structural balance, General government, Percent","Annual","Units","-0.539","0.605","-0.532","-0.495","-0.007"
"IMF.RES:WEO(6.0.0)","LCA.NGDPDPC.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10393.385","12958.677","13358.349","14034.389","14561.009"
"IMF.RES:WEO(6.0.0)","SUR.GGSB_NPGDP.A","OBS_VALUE","Suriname","Structural balance, General government, Percent","Annual","Units","-5.78","-2.98","0.309","1.027","1.018"
"IMF.RES:WEO(6.0.0)","ZAF.GGSB_NPGDP.A","OBS_VALUE","South Africa","Structural balance, General government, Percent","Annual","Units","-4.164","-3.989","-5.863","-6.196","-6.064"
"IMF.RES:WEO(6.0.0)","ESP.NGDPDPC.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","30893.22","30402.921","33895.593","35788.734","37361.964"
"IMF.RES:WEO(6.0.0)","SDN.NGDPDPC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","772.509","718.049","795.679","606.289","594.903"
"IMF.RES:WEO(6.0.0)","TLS.NGDPDPC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2764.355","2406.607","1760.628","1453.881","1532.855"
"IMF.RES:WEO(6.0.0)","VCT.NGDPDPC.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8021.73","8921.9","9757.972","10557.854","11193.648"
"IMF.RES:WEO(6.0.0)","ZAF.NGDPDPC.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6938.723","6629.419","6111.746","6377.068","6517.088"
"IMF.RES:WEO(6.0.0)","SLB.NGDPDPC.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2059.05","2077.115","2124.809","2208.925","2299.604"
"IMF.RES:WEO(6.0.0)","THA.NGDPDPC.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7237.504","7072.418","7335.637","7527.382","7754.143"
"IMF.RES:WEO(6.0.0)","USA.NGDPDPC.A","OBS_VALUE","United States","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","71257.958","77979.858","82715.1","86601.28","89677.894"
"IMF.RES:WEO(6.0.0)","TUN.NGDPDPC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3895.114","3676.784","3967.481","4266.985","4396.179"
"IMF.RES:WEO(6.0.0)","TZA.NGDPDPC.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1137.865","1205.866","1249.348","1224.368","1272.459"
"IMF.RES:WEO(6.0.0)","TJK.NGDPDPC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","925.135","1066.747","1183.908","1275.5","1367.091"
"IMF.RES:WEO(6.0.0)","THA.GGSB_NPGDP.A","OBS_VALUE","Thailand","Structural balance, General government, Percent","Annual","Units","-5.299","-3.153","-1.004","-0.918","-2.597"
"IMF.RES:WEO(6.0.0)","TWN.NGDPDPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","33070.701","32609.595","32404.32","33233.799","34924.211"
"IMF.RES:WEO(6.0.0)","TWN.GGSB_NPGDP.A","OBS_VALUE","Taiwan Province of China","Structural balance, General government, Percent","Annual","Units","-2.316","-1.809","-2.261","-0.768","-0.838"
"IMF.RES:WEO(6.0.0)","TUR.GGSB_NPGDP.A","OBS_VALUE","Türkiye, Republic of","Structural balance, General government, Percent","Annual","Units","-3.782","-1.792","-2.308","-3.276","-2.931"
"IMF.RES:WEO(6.0.0)","TUN.GGSB_NPGDP.A","OBS_VALUE","Tunisia","Structural balance, General government, Percent","Annual","Units","-6.205","-6.166","-4.079","-1.879","-0.288"
"IMF.RES:WEO(6.0.0)","TKM.NGDPDPC.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9608.222","12123.362","11926.706","12713.274","13656.608"
"IMF.RES:WEO(6.0.0)","TGO.NGDPDPC.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","964.325","919.575","1001.112","1051.216","1099.251"
"IMF.RES:WEO(6.0.0)","CHE.GGSB_NPGDP.A","OBS_VALUE","Switzerland","Structural balance, General government, Percent","Annual","Units","-0.152","1.037","0.179","0.698","0.357"
"IMF.RES:WEO(6.0.0)","SUR.NGDPDPC.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4987.986","5784.332","5879.596","7599.512","7544.681"
"IMF.RES:WEO(6.0.0)","TON.NGDPDPC.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4576.702","4756.066","5218.576","5483.29","5756.527"
"IMF.RES:WEO(6.0.0)","TTO.NGDPDPC.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","17412.427","21252.661","19718.195","19703.041","20376.315"
"IMF.RES:WEO(6.0.0)","UZB.NGDPDPC.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2237.92","2555.187","2819.823","3050.82","3379.399"
"IMF.RES:WEO(6.0.0)","VEN.NGDPDPC.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2090.398","3421.754","3737.81","4018.595","4121.901"
"IMF.RES:WEO(6.0.0)","URY.GGSB_NPGDP.A","OBS_VALUE","Uruguay","Structural balance, General government, Percent","Annual","Units","-0.937","-1.821","-2.217","-3.166","-2.607"
"IMF.RES:WEO(6.0.0)","URY.NGDPDPC.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","17149.709","19737.342","21656.979","23053.261","24080.444"
"IMF.RES:WEO(6.0.0)","VUT.NGDPDPC.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2951.692","3219.361","3364.838","3387.16","3400.513"
"IMF.RES:WEO(6.0.0)","GBR.GGSB_NPGDP.A","OBS_VALUE","United Kingdom","Structural balance, General government, Percent","Annual","Units","-3.301","-3.06","-4.716","-2.996","-3.437"
"IMF.RES:WEO(6.0.0)","TUV.NGDPDPC.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6080.313","6009.779","6694.759","7190.27","7712.927"
"IMF.RES:WEO(6.0.0)","UKR.GGSB_NPGDP.A","OBS_VALUE","Ukraine","Structural balance, General government, Percent","Annual","Units","-3.279","-14.973","","",""
